#hg38.knownCanonical.transcript	hg38.refGene.name	hg38.refGene.name2
ENST00000367772.8	NM_181093	SCYL3
ENST00000582638.1	n/a	n/a
ENST00000577850.1	n/a	n/a
ENST00000582881.1	n/a	n/a
ENST00000581294.2	n/a	n/a
ENST00000579138.1	n/a	n/a
ENST00000581080.1	NR_110861	RARA-AS1
ENST00000579979.1	n/a	n/a
ENST00000582878.1	n/a	n/a
ENST00000583492.1	NR_015454	MAFG-DT
ENST00000577584.1	n/a	n/a
ENST00000581489.1	NR_135639	LINC01970
ENST00000577873.1	n/a	n/a
ENST00000585093.1	n/a	n/a
ENST00000577270.1	NR_147886	LOC105371855
ENST00000580031.1	n/a	n/a
ENST00000581946.1	n/a	n/a
ENST00000579561.1	n/a	n/a
ENST00000582280.1	n/a	n/a
ENST00000580537.1	n/a	n/a
ENST00000581727.1	n/a	n/a
ENST00000580297.2	n/a	n/a
ENST00000580121.1	n/a	n/a
ENST00000580780.1	n/a	n/a
ENST00000578666.1	n/a	n/a
ENST00000585212.1	n/a	n/a
ENST00000581915.5	NM_001032293	ZNF207
ENST00000581652.1	NR_146737	LOC646030
ENST00000583462.1	n/a	n/a
ENST00000584339.1	n/a	n/a
ENST00000583643.1	n/a	n/a
ENST00000577321.1	n/a	n/a
ENST00000579468.1	n/a	n/a
ENST00000580782.1	NR_110803	LOC101927018
ENST00000581889.1	n/a	n/a
ENST00000584218.1	n/a	n/a
ENST00000582923.1	n/a	n/a
ENST00000582031.1	n/a	n/a
ENST00000476024.2	n/a	n/a
ENST00000579154.1	n/a	n/a
ENST00000583416.1	n/a	n/a
ENST00000584274.1	n/a	n/a
ENST00000580370.1	n/a	n/a
ENST00000584916.1	n/a	n/a
ENST00000580347.1	n/a	n/a
ENST00000582741.1	n/a	n/a
ENST00000578788.1	n/a	n/a
ENST00000581700.1	NR_039878	MIR4725
ENST00000583567.1	n/a	n/a
ENST00000585081.1	n/a	n/a
ENST00000585190.1	n/a	n/a
ENST00000584971.1	n/a	n/a
ENST00000582518.1	NR_135645	LINC02079
ENST00000585285.1	n/a	n/a
ENST00000428754.2	n/a	n/a
ENST00000584401.1	n/a	n/a
ENST00000582941.1	n/a	n/a
ENST00000578759.1	n/a	n/a
ENST00000584436.7	NM_001291324	BAHCC1
ENST00000577662.1	NM_001363813	AXIN2
ENST00000578183.1	NR_003025,	SNORA59A,
ENST00000578794.2	NR_034041	SRSF1
ENST00000578280.5	n/a	n/a
ENST00000577189.1	NR_110808	LOC101927557
ENST00000579256.1	n/a	n/a
ENST00000585167.1	n/a	n/a
ENST00000580000.1	NR_039751	MIR4525
ENST00000584958.2	n/a	n/a
ENST00000582334.1	n/a	n/a
ENST00000579006.1	n/a	n/a
ENST00000577420.1	n/a	n/a
ENST00000583067.1	n/a	n/a
ENST00000584247.1	n/a	n/a
ENST00000578601.2	n/a	n/a
ENST00000580066.1	n/a	n/a
ENST00000336174.11	NM_001003787	STRADA
ENST00000582078.2	n/a	n/a
ENST00000577404.1	NR_036152	MIR3186
ENST00000578374.1	n/a	n/a
ENST00000582441.1	NM_001076680	LYRM9
ENST00000578774.1	n/a	n/a
ENST00000579033.1	n/a	n/a
ENST00000584012.1	n/a	n/a
ENST00000584540.1	n/a	n/a
ENST00000577405.2	n/a	n/a
ENST00000585275.1	n/a	n/a
ENST00000583788.1	n/a	n/a
ENST00000584805.1	NR_110809	LOC101927666
ENST00000578242.1	NR_030613	MIR744
ENST00000448331.7	NM_014695	CCDC144A
ENST00000584928.1	n/a	n/a
ENST00000495691.2	n/a	n/a
ENST00000581118.1	n/a	n/a
ENST00000584499.1	n/a	n/a
ENST00000583349.1	n/a	n/a
ENST00000577519.1	n/a	n/a
ENST00000584003.1	n/a	n/a
ENST00000578406.1	n/a	n/a
ENST00000577881.1	n/a	n/a
ENST00000580270.1	n/a	n/a
ENST00000578888.1	n/a	n/a
ENST00000584382.1	n/a	n/a
ENST00000584683.1	n/a	n/a
ENST00000581225.5	n/a	n/a
ENST00000584721.1	n/a	n/a
ENST00000585297.1	n/a	n/a
ENST00000584184.1	NR_039894	MIR4740
ENST00000582965.1	NR_132278	SNHG25
ENST00000579054.1	n/a	n/a
ENST00000586223.5	NR_033892	TBC1D3P5
ENST00000582249.1	n/a	n/a
ENST00000578645.1	n/a	n/a
ENST00000579239.1	n/a	n/a
ENST00000582842.1	n/a	n/a
ENST00000585193.1	NR_136398	LOC101928021
ENST00000580085.1	n/a	n/a
ENST00000582765.1	n/a	n/a
ENST00000584952.1	n/a	n/a
ENST00000578331.1	n/a	n/a
ENST00000579701.1	n/a	n/a
ENST00000581901.1	n/a	n/a
ENST00000578634.1	n/a	n/a
ENST00000584688.1	n/a	n/a
ENST00000582158.1	n/a	n/a
ENST00000584643.1	n/a	n/a
ENST00000578177.2	n/a	n/a
ENST00000585002.1	n/a	n/a
ENST00000583161.1	n/a	n/a
ENST00000581796.1	n/a	n/a
ENST00000584219.1	n/a	n/a
ENST00000584276.1	n/a	n/a
ENST00000580603.2	n/a	n/a
ENST00000581622.1	n/a	n/a
ENST00000583164.1	n/a	n/a
ENST00000581726.1	n/a	n/a
ENST00000585048.1	n/a	n/a
ENST00000582774.1	n/a	n/a
ENST00000584365.1	n/a	n/a
ENST00000577633.1	NR_039893	MIR4739
ENST00000580422.1	n/a	n/a
ENST00000581528.1	n/a	n/a
ENST00000577847.1	n/a	n/a
ENST00000583997.1	n/a	n/a
ENST00000579375.1	n/a	n/a
ENST00000583262.1	NR_026880	MGC12916
ENST00000583980.1	n/a	n/a
ENST00000610510.4	NM_001309242	MYO15B
ENST00000577385.1	n/a	n/a
ENST00000650181.1	n/a	n/a
ENST00000584605.5	NM_001330163	LGALS9
ENST00000579181.2	n/a	n/a
ENST00000583143.1	n/a	n/a
ENST00000581533.1	n/a	n/a
ENST00000582156.1	n/a	n/a
ENST00000581911.1	n/a	n/a
ENST00000577737.1	n/a	n/a
ENST00000582125.1	n/a	n/a
ENST00000579186.1	NR_033412	SH3GL1P1
ENST00000580112.1	n/a	n/a
ENST00000580311.1	n/a	n/a
ENST00000585087.1	n/a	n/a
ENST00000584190.1	NR_026899	ARHGAP27P1-BPTFP1-KPNA2P3
ENST00000580282.1	n/a	n/a
ENST00000581248.1	n/a	n/a
ENST00000583666.2	NM_031272	TEX14
ENST00000579045.1	n/a	n/a
ENST00000580993.1	n/a	n/a
ENST00000580276.1	n/a	n/a
ENST00000584105.1	n/a	n/a
ENST00000580053.1	n/a	n/a
ENST00000577746.1	n/a	n/a
ENST00000583091.1	n/a	n/a
ENST00000578650.1	n/a	n/a
ENST00000582527.1	n/a	n/a
ENST00000587960.1	n/a	n/a
ENST00000586878.1	NR_036149	MIR3184
ENST00000587907.1	n/a	n/a
ENST00000585572.1	NM_000263	NAGLU
ENST00000585495.1	n/a	n/a
ENST00000592196.1	n/a	n/a
ENST00000590478.1	n/a	n/a
ENST00000590513.2	NR_144402	LOC108783654
ENST00000427569.6	NM_001261434	AARSD1
ENST00000592569.1	NR_110847	LOC101928674
ENST00000589259.1	NR_110661	LINC01180
ENST00000586808.1	n/a	n/a
ENST00000590144.1	n/a	n/a
ENST00000591928.1	n/a	n/a
ENST00000588725.1	NR_002924	TBC1D3P1-DHX40P1
ENST00000588701.1	n/a	n/a
ENST00000635600.1	NR_110868	LOC101929767
ENST00000592030.1	NM_001352906	ARSG
ENST00000591110.1	n/a	n/a
ENST00000586022.5	n/a	n/a
ENST00000585536.1	n/a	n/a
ENST00000593139.1	n/a	n/a
ENST00000589887.1	n/a	n/a
ENST00000572547.1	NR_038310	MIR497HG
ENST00000409446.7	NM_001142654	PTGES3L
ENST00000585863.2	NR_110837	LINC02080
ENST00000592908.1	n/a	n/a
ENST00000591705.1	n/a	n/a
ENST00000588104.1	n/a	n/a
ENST00000585457.5	NR_049729	ASB16-AS1
ENST00000585825.1	n/a	n/a
ENST00000589690.1	n/a	n/a
ENST00000592317.1	n/a	n/a
ENST00000590824.1	n/a	n/a
ENST00000587125.1	NR_002924	TBC1D3P1-DHX40P1
ENST00000592809.1	n/a	n/a
ENST00000586376.5	NR_147507	LOC339192
ENST00000648757.1	NR_110849	SCAT1
ENST00000590137.1	NR_040017	RNF157-AS1
ENST00000589072.1	n/a	n/a
ENST00000585765.1	NR_136397	LOC101927855
ENST00000589177.1	n/a	n/a
ENST00000592766.1	n/a	n/a
ENST00000588060.1	NR_146952	MIR2117HG
ENST00000591628.1	n/a	n/a
ENST00000621298.1	n/a	n/a
ENST00000587459.1	NM_001302705	METTL23
ENST00000585658.1	n/a	n/a
ENST00000592511.1	n/a	n/a
ENST00000590314.1	n/a	n/a
ENST00000589299.1	n/a	n/a
ENST00000586026.1	NR_029625	MIR212
ENST00000586348.1	n/a	n/a
ENST00000591554.1	NR_029674	MIR132
ENST00000588924.1	n/a	n/a
ENST00000588604.1	n/a	n/a
ENST00000588260.1	n/a	n/a
ENST00000587304.2	NM_001358661	C17orf113
ENST00000591343.1	n/a	n/a
ENST00000587972.1	n/a	n/a
ENST00000586411.1	n/a	n/a
ENST00000590744.1	n/a	n/a
ENST00000591379.1	n/a	n/a
ENST00000587110.1	n/a	n/a
ENST00000592016.1	n/a	n/a
ENST00000592574.1	NM_004583	RAB5C
ENST00000585369.1	n/a	n/a
ENST00000588235.1	n/a	n/a
ENST00000592422.5	NR_110325	MAP3K14-AS1
ENST00000592009.1	NR_125751	TBX2-AS1
ENST00000589796.2	NR_135646	LOC105371795
ENST00000590609.1	n/a	n/a
ENST00000586209.1	NR_110815	RNFT1-DT
ENST00000588022.1	n/a	n/a
ENST00000591442.1	n/a	n/a
ENST00000591035.1	NR_110816	RNFT1-DT
ENST00000638682.1	NR_135479	SNHG30
ENST00000591013.1	n/a	n/a
ENST00000589047.1	n/a	n/a
ENST00000587267.1	n/a	n/a
ENST00000592389.1	n/a	n/a
ENST00000587076.1	n/a	n/a
ENST00000590010.1	n/a	n/a
ENST00000591685.2	n/a	n/a
ENST00000588445.1	NR_138032	LOC107985033
ENST00000586611.1	n/a	n/a
ENST00000585387.1	n/a	n/a
ENST00000590966.1	NR_036534	KCNJ2-AS1
ENST00000587542.1	n/a	n/a
ENST00000585651.1	n/a	n/a
ENST00000592909.1	n/a	n/a
ENST00000586560.1	n/a	n/a
ENST00000591137.1	n/a	n/a
ENST00000589740.1	NR_135648	LOC105371849
ENST00000592842.1	n/a	n/a
ENST00000587556.1	NM_001319193	FBF1
ENST00000591373.2	NR_102401	DNAH17-AS1
ENST00000593169.1	n/a	n/a
ENST00000586597.1	n/a	n/a
ENST00000589730.1	n/a	n/a
ENST00000593107.1	n/a	n/a
ENST00000650413.1	NR_146897	LINC02073
ENST00000590309.1	n/a	n/a
ENST00000589826.1	n/a	n/a
ENST00000587677.1	n/a	n/a
ENST00000585798.1	n/a	n/a
ENST00000585581.1	n/a	n/a
ENST00000589904.1	NR_027283	ARHGAP27P2
ENST00000590718.1	n/a	n/a
ENST00000591108.1	n/a	n/a
ENST00000586196.1	n/a	n/a
ENST00000632077.1	NR_026770	FAM215A
ENST00000585620.1	n/a	n/a
ENST00000591283.1	NR_040050	LOC100507351
ENST00000586264.1	n/a	n/a
ENST00000591422.1	n/a	n/a
ENST00000585345.1	n/a	n/a
ENST00000572453.1	NR_030178	MIR497
ENST00000592919.1	NR_135284	LINC00868
ENST00000590241.1	n/a	n/a
ENST00000589963.1	n/a	n/a
ENST00000592117.1	n/a	n/a
ENST00000592517.1	n/a	n/a
ENST00000564292.5	NR_136417	LOC105371899
ENST00000587835.1	n/a	n/a
ENST00000589464.1	n/a	n/a
ENST00000587434.1	n/a	n/a
ENST00000586373.1	NR_104130	LINC01028
ENST00000591540.1	n/a	n/a
ENST00000587348.1	n/a	n/a
ENST00000593039.5	NR_037714	RAD51L3-RFFL
ENST00000588528.1	n/a	n/a
ENST00000591634.1	n/a	n/a
ENST00000591237.1	n/a	n/a
ENST00000590816.1	n/a	n/a
ENST00000590850.1	n/a	n/a
ENST00000585899.1	NR_136415	LOC105371789
ENST00000587058.1	n/a	n/a
ENST00000590539.1	n/a	n/a
ENST00000585537.1	NR_145982	LOC105371880
ENST00000586351.1	n/a	n/a
ENST00000589610.5	n/a	n/a
ENST00000592572.1	NR_148967	LOC400622
ENST00000585921.1	n/a	n/a
ENST00000590384.1	n/a	n/a
ENST00000589465.1	n/a	n/a
ENST00000585668.1	n/a	n/a
ENST00000464237.2	n/a	n/a
ENST00000589195.1	n/a	n/a
ENST00000592752.1	n/a	n/a
ENST00000589099.1	n/a	n/a
ENST00000592718.1	NR_109783	LINC02078
ENST00000587898.1	n/a	n/a
ENST00000591222.1	n/a	n/a
ENST00000586321.1	n/a	n/a
ENST00000592961.1	n/a	n/a
ENST00000587012.1	n/a	n/a
ENST00000588097.5	NR_110802	RUNDC3A-AS1
ENST00000592536.1	n/a	n/a
ENST00000592440.1	n/a	n/a
ENST00000587621.1	n/a	n/a
ENST00000592917.1	NR_126009	LINC01999
ENST00000585646.1	n/a	n/a
ENST00000593177.1	n/a	n/a
ENST00000593118.1	NR_104134	LINC01987
ENST00000586076.1	n/a	n/a
ENST00000595228.3	NM_001097610,	SCGB1C2,
ENST00000602597.1	n/a	n/a
ENST00000602353.1	n/a	n/a
ENST00000605548.1	n/a	n/a
ENST00000605113.1	n/a	n/a
ENST00000604690.1	n/a	n/a
ENST00000604834.5	NM_152781,	HEATR9,
ENST00000605540.1	n/a	n/a
ENST00000603263.1	n/a	n/a
ENST00000605229.1	n/a	n/a
ENST00000605844.5	NM_139215,	TAF15,
ENST00000604003.1	n/a	n/a
ENST00000604641.5	NM_139285	GAS2L2
ENST00000603088.1	n/a	n/a
ENST00000605587.1	NM_145272	C17orf50
ENST00000605738.1	n/a	n/a
ENST00000605382.1	n/a	n/a
ENST00000603981.1	n/a	n/a
ENST00000603017.1	NM_033315	RASL10B
ENST00000603678.1	n/a	n/a
ENST00000604907.1	n/a	n/a
ENST00000604684.1	n/a	n/a
ENST00000603489.1	n/a	n/a
ENST00000603850.1	n/a	n/a
ENST00000605314.1	n/a	n/a
ENST00000603780.1	n/a	n/a
ENST00000604782.1	n/a	n/a
ENST00000604227.1	n/a	n/a
ENST00000605009.1	n/a	n/a
ENST00000605454.1	n/a	n/a
ENST00000603167.1	n/a	n/a
ENST00000603816.1	n/a	n/a
ENST00000603504.1	n/a	n/a
ENST00000605424.5	NM_024302,	MMP28,
ENST00000605140.5	NM_002985,	CCL5,
ENST00000603178.1	n/a	n/a
ENST00000619286.4	NM_001085423	MILR1
ENST00000604179.1	n/a	n/a
ENST00000606610.1	n/a	n/a
ENST00000606889.1	n/a	n/a
ENST00000607496.1	n/a	n/a
ENST00000607661.1	n/a	n/a
ENST00000607331.1	n/a	n/a
ENST00000606708.1	n/a	n/a
ENST00000606668.1	n/a	n/a
ENST00000607821.1	n/a	n/a
ENST00000606304.1	n/a	n/a
ENST00000607347.1	n/a	n/a
ENST00000606688.2	n/a	n/a
ENST00000605967.1	n/a	n/a
ENST00000607478.1	n/a	n/a
ENST00000606504.1	n/a	n/a
ENST00000613549.2	NM_003585,	DOC2B,
ENST00000399342.6	NR_125367	MYHAS
ENST00000433510.2	n/a	n/a
ENST00000610120.1	n/a	n/a
ENST00000602730.1	NR_003190	USP32P1
ENST00000575331.1	NM_004112,	FGF11,
ENST00000608984.1	n/a	n/a
ENST00000609567.1	n/a	n/a
ENST00000587182.2	NR_125367	MYHAS
ENST00000609805.5	NR_003554	USP32P2
ENST00000649257.1	n/a	n/a
ENST00000555059.2	NM_001080837	SEBOX
ENST00000576171.1	NR_104420,	LINC02091,
ENST00000609088.1	n/a	n/a
ENST00000616087.1	NR_106745	MIR6129
ENST00000620247.1	NM_001123391,	TBC1D3,
ENST00000614790.4	NM_017748,	CWC25,
ENST00000615852.1	n/a	n/a
ENST00000621654.1	NM_001130677,	EPOP,
ENST00000616678.1	NR_106834	MIR6776
ENST00000618264.1	n/a	n/a
ENST00000617429.4	NM_004773,	ZNHIT3,
ENST00000615971.1	NR_039879,	MIR4726,
ENST00000613683.1	n/a	n/a
ENST00000612426.1	n/a	n/a
ENST00000611877.1	n/a	n/a
ENST00000614239.1	NM_005568,	LHX1,
ENST00000616535.1	NR_002716,	RNU2-1,
ENST00000618141.1	n/a	n/a
ENST00000613209.1	n/a	n/a
ENST00000614522.1	n/a	n/a
ENST00000621493.1	n/a	n/a
ENST00000620218.1	n/a	n/a
ENST00000614751.1	n/a	n/a
ENST00000613268.1	n/a	n/a
ENST00000622232.1	NR_039880,	MIR4727,
ENST00000617785.1	NR_002716,	RNU2-1,
ENST00000363315.1	NR_004397	SNORD1C
ENST00000613934.1	NR_106835	MIR6777
ENST00000634558.1	NR_045985	ALOX15P1
ENST00000617595.1	n/a	n/a
ENST00000611551.1	NM_152914	NATD1
ENST00000621624.1	n/a	n/a
ENST00000612932.4	NM_014598,	SOCS7,
ENST00000619432.1	n/a	n/a
ENST00000610350.3	NM_001291462,	TBC1D3G,
ENST00000617867.1	n/a	n/a
ENST00000614695.1	n/a	n/a
ENST00000617935.1	NR_106924	MIR6864
ENST00000610837.1	n/a	n/a
ENST00000620729.1	n/a	n/a
ENST00000616113.1	n/a	n/a
ENST00000619443.1	n/a	n/a
ENST00000618393.1	n/a	n/a
ENST00000616101.4	NM_001291459,	TBC1D3L,
ENST00000619465.1	NR_002716,	RNU2-1,
ENST00000619225.1	n/a	n/a
ENST00000649858.1	NR_036750,	LOC440434,
ENST00000617678.2	NM_001291465,	TBC1D3D,
ENST00000536498.5	NM_001080837	SEBOX
ENST00000613178.1	n/a	n/a
ENST00000611274.1	n/a	n/a
ENST00000618664.1	NR_002716,	RNU2-1,
ENST00000613402.1	n/a	n/a
ENST00000620215.2	NM_001291466,	TBC1D3E,
ENST00000611212.1	n/a	n/a
ENST00000611988.1	NR_106744,	MIR378J,
ENST00000610636.1	NR_106927	MIR6867
ENST00000619176.1	n/a	n/a
ENST00000620719.1	NM_001355571,	TBC1D3J,
ENST00000619782.1	n/a	n/a
ENST00000614046.1	n/a	n/a
ENST00000615050.1	NM_005064,	CCL23,
ENST00000620534.1	n/a	n/a
ENST00000598588.2	n/a	n/a
ENST00000612648.1	n/a	n/a
ENST00000611041.1	n/a	n/a
ENST00000618848.1	n/a	n/a
ENST00000611257.4	NM_001001417,	TBC1D3B,
ENST00000611501.1	n/a	n/a
ENST00000619783.1	n/a	n/a
ENST00000612122.1	n/a	n/a
ENST00000615427.1	NR_002716,	RNU2-1,
ENST00000617458.1	n/a	n/a
ENST00000621034.1	NM_001123392,	TBC1D3H,
ENST00000616263.1	n/a	n/a
ENST00000614282.1	n/a	n/a
ENST00000611383.1	n/a	n/a
ENST00000621332.4	NM_005937,	MLLT6,
ENST00000620020.1	n/a	n/a
ENST00000615653.1	n/a	n/a
ENST00000612223.4	NM_007247,	SYNRG,
ENST00000608459.2	NR_003073	SNORD91B
ENST00000619539.1	NR_106840	MIR6782
ENST00000515981.1	NR_003013	SCARNA16
ENST00000611905.1	NM_004590,	CCL16,
ENST00000615743.1	n/a	n/a
ENST00000614165.1	n/a	n/a
ENST00000618886.1	n/a	n/a
ENST00000620268.1	NR_002716,	RNU2-1,
ENST00000612893.1	NR_039887,	MIR4734,
ENST00000615089.1	NR_106838	MIR6780A
ENST00000615863.1	NM_207007,	CCL4L1,
ENST00000611215.1	NR_106928	MIR6868
ENST00000616054.1	NM_002988,	CCL18,
ENST00000617811.4	NM_000458,	HNF1B,
ENST00000616896.1	n/a	n/a
ENST00000612584.1	n/a	n/a
ENST00000619415.1	n/a	n/a
ENST00000610586.1	n/a	n/a
ENST00000614158.1	NM_001080465,	C17orf98,
ENST00000617619.1	n/a	n/a
ENST00000618407.1	n/a	n/a
ENST00000622907.1	n/a	n/a
ENST00000613765.1	n/a	n/a
ENST00000610398.1	n/a	n/a
ENST00000616345.1	NR_002716,	RNU2-1,
ENST00000620144.1	n/a	n/a
ENST00000613789.1	n/a	n/a
ENST00000616694.1	NR_027922,	CCL15-CCL14,
ENST00000619387.4	NM_012138,	AATF,
ENST00000616755.1	n/a	n/a
ENST00000617897.1	NM_032965,	CCL15,
ENST00000618067.1	n/a	n/a
ENST00000615905.4	NM_020426,	LYZL6,
ENST00000622683.4	NM_001199417,	ARHGAP23,
ENST00000612843.1	n/a	n/a
ENST00000618000.1	n/a	n/a
ENST00000620937.1	n/a	n/a
ENST00000620769.1	n/a	n/a
ENST00000620344.1	n/a	n/a
ENST00000617328.1	n/a	n/a
ENST00000620210.1	NM_032258,	TBC1D3F,
ENST00000617652.1	n/a	n/a
ENST00000515977.1	n/a	n/a
ENST00000618967.1	n/a	n/a
ENST00000618767.1	n/a	n/a
ENST00000617516.4	NM_007026,	DUSP14,
ENST00000612665.1	n/a	n/a
ENST00000617427.1	n/a	n/a
ENST00000620250.1	NM_207007,	CCL4L1,
ENST00000619989.1	NM_021006,	CCL3L1,
ENST00000610816.1	n/a	n/a
ENST00000611259.1	n/a	n/a
ENST00000617990.4	n/a	n/a
ENST00000614073.1	n/a	n/a
ENST00000619866.4	NM_001010855	PIK3R6
ENST00000615182.4	NM_001166105,	TADA2A,
ENST00000617914.1	n/a	n/a
ENST00000621598.1	n/a	n/a
ENST00000619039.4	NM_003559,	PIP4K2B,
ENST00000617113.1	NR_036056,	MIR2909,
ENST00000610459.1	n/a	n/a
ENST00000612344.1	NR_027084	FLJ36000
ENST00000620112.1	n/a	n/a
ENST00000618404.4	NM_032963,	CCL14,
ENST00000616810.1	n/a	n/a
ENST00000578843.2	n/a	n/a
ENST00000517027.1	n/a	n/a
ENST00000613778.1	NR_002716,	RNU2-1,
ENST00000616695.1	n/a	n/a
ENST00000614759.1	n/a	n/a
ENST00000620903.2	NR_024178,	YWHAEP7,
ENST00000612013.1	n/a	n/a
ENST00000622177.1	n/a	n/a
ENST00000619646.1	n/a	n/a
ENST00000620102.1	n/a	n/a
ENST00000612365.1	n/a	n/a
ENST00000612568.1	NR_002211	MEIS3P1
ENST00000616832.1	n/a	n/a
ENST00000612197.1	n/a	n/a
ENST00000617283.1	NR_106837	MIR6779
ENST00000606190.1	n/a	n/a
ENST00000620056.4	n/a	n/a
ENST00000365172.1	NR_003043	SNORD49B
ENST00000614443.1	NM_001346754,	PIGW,
ENST00000610658.1	NR_149004,	LOC100287808,
ENST00000579643.2	n/a	n/a
ENST00000614400.1	n/a	n/a
ENST00000611997.1	NR_106842	MIR6784
ENST00000616199.4	NM_007144,	PCGF2,
ENST00000616341.1	NR_135671,	LHX1-DT,
ENST00000618289.1	n/a	n/a
ENST00000617146.4	NM_025248,	SRCIN1,
ENST00000384229.1	NR_002744	SNORD49A
ENST00000612163.1	n/a	n/a
ENST00000616987.4	NM_001004334,	GPR179,
ENST00000612680.1	n/a	n/a
ENST00000613598.1	n/a	n/a
ENST00000617734.1	n/a	n/a
ENST00000622750.1	n/a	n/a
ENST00000614803.1	NR_106751	MIR6165
ENST00000618379.1	n/a	n/a
ENST00000612517.1	n/a	n/a
ENST00000615265.1	n/a	n/a
ENST00000613639.1	n/a	n/a
ENST00000391079.1	NR_003054	SNORD65
ENST00000618795.1	n/a	n/a
ENST00000612962.1	n/a	n/a
ENST00000615419.1	n/a	n/a
ENST00000620689.1	n/a	n/a
ENST00000615078.1	n/a	n/a
ENST00000620287.1	n/a	n/a
ENST00000617898.1	n/a	n/a
ENST00000613922.1	NM_002983,	CCL3,
ENST00000619099.1	n/a	n/a
ENST00000613523.1	n/a	n/a
ENST00000616843.1	NR_106844	MIR6786
ENST00000619426.4	NM_002795,	PSMB3,
ENST00000408535.2	NR_002995	SNORA50C
ENST00000611544.1	n/a	n/a
ENST00000613270.1	n/a	n/a
ENST00000619178.1	NR_006882	SNORD3D
ENST00000614237.1	NR_037926	SENP3-EIF4A1
ENST00000612330.1	n/a	n/a
ENST00000613478.1	NM_001136498,	CISD3,
ENST00000384423.1	NR_002912	SNORA67
ENST00000620284.4	NM_145654,	RDM1,
ENST00000613119.1	NR_002716,	RNU2-1,
ENST00000617633.4	NM_007010,	DDX52,
ENST00000578447.2	n/a	n/a
ENST00000616636.1	n/a	n/a
ENST00000617888.1	n/a	n/a
ENST00000619908.1	NR_106841	MIR6783
ENST00000614623.4	NM_001163735,	MYO19,
ENST00000364968.1	NR_004395	SNORD1A
ENST00000622206.1	NM_001291465,	TBC1D3D,
ENST00000613102.4	NM_024835,	GGNBP2,
ENST00000612552.1	n/a	n/a
ENST00000612652.1	n/a	n/a
ENST00000621616.1	NR_106839	MIR6781
ENST00000615133.1	NM_173625,	C17orf78,
ENST00000614295.1	NR_106925	MIR6865
ENST00000618403.4	NM_024308,	DHRS11,
ENST00000614428.4	NM_198836,	ACACA,
ENST00000612557.1	n/a	n/a
ENST00000617359.1	NR_106728	MIR6080
ENST00000618602.1	NR_002716,	RNU2-1,
ENST00000621587.1	NM_001291459,	TBC1D3L,
ENST00000614766.4	NM_024864,	MRM1,
ENST00000611427.1	n/a	n/a
ENST00000619606.1	n/a	n/a
ENST00000610469.1	n/a	n/a
ENST00000618199.1	n/a	n/a
ENST00000620427.1	NR_107026	MIR8059
ENST00000617747.1	n/a	n/a
ENST00000618956.1	n/a	n/a
ENST00000620266.1	n/a	n/a
ENST00000612725.1	n/a	n/a
ENST00000614061.1	n/a	n/a
ENST00000585071.2	n/a	n/a
ENST00000613956.1	n/a	n/a
ENST00000620071.1	n/a	n/a
ENST00000617211.1	n/a	n/a
ENST00000619697.1	n/a	n/a
ENST00000613675.4	NM_032351,	MRPL45,
ENST00000624723.1	n/a	n/a
ENST00000623355.1	n/a	n/a
ENST00000624039.1	n/a	n/a
ENST00000625123.1	n/a	n/a
ENST00000623780.1	NR_130736	PRO1804
ENST00000623802.1	n/a	n/a
ENST00000623156.1	n/a	n/a
ENST00000624930.1	n/a	n/a
ENST00000609065.1	NM_001310219	GSG1L2
ENST00000622936.1	n/a	n/a
ENST00000623774.1	n/a	n/a
ENST00000623835.1	n/a	n/a
ENST00000624645.1	n/a	n/a
ENST00000624452.1	n/a	n/a
ENST00000625094.1	n/a	n/a
ENST00000624209.1	n/a	n/a
ENST00000623952.1	n/a	n/a
ENST00000623493.1	n/a	n/a
ENST00000624980.1	n/a	n/a
ENST00000624641.1	n/a	n/a
ENST00000624148.1	n/a	n/a
ENST00000623658.1	n/a	n/a
ENST00000624147.1	n/a	n/a
ENST00000625083.1	n/a	n/a
ENST00000622992.1	n/a	n/a
ENST00000623126.1	n/a	n/a
ENST00000624065.1	n/a	n/a
ENST00000623793.1	n/a	n/a
ENST00000623335.1	n/a	n/a
ENST00000624409.1	n/a	n/a
ENST00000624501.1	n/a	n/a
ENST00000624270.1	n/a	n/a
ENST00000624285.1	n/a	n/a
ENST00000623054.1	n/a	n/a
ENST00000624952.1	n/a	n/a
ENST00000625101.1	n/a	n/a
ENST00000625199.1	n/a	n/a
ENST00000623339.1	n/a	n/a
ENST00000623200.1	n/a	n/a
ENST00000623228.1	NR_046273	LOC729683
ENST00000623540.1	n/a	n/a
ENST00000622927.1	n/a	n/a
ENST00000624514.1	n/a	n/a
ENST00000624536.1	n/a	n/a
ENST00000622996.1	n/a	n/a
ENST00000623773.1	n/a	n/a
ENST00000623289.1	n/a	n/a
ENST00000623762.1	n/a	n/a
ENST00000623751.1	n/a	n/a
ENST00000623654.1	n/a	n/a
ENST00000623105.1	n/a	n/a
ENST00000623348.1	n/a	n/a
ENST00000625089.1	n/a	n/a
ENST00000622935.1	n/a	n/a
ENST00000624705.1	n/a	n/a
ENST00000624834.1	n/a	n/a
ENST00000624661.1	n/a	n/a
ENST00000624722.1	n/a	n/a
ENST00000623265.1	n/a	n/a
ENST00000637478.1	n/a	n/a
ENST00000624332.1	n/a	n/a
